date,merchant,amount,category
2026-09-18 07:25:46,IRCTC,4551,Transport
2026-09-18 14:38:46,Rapido,60,Transport
2026-09-18 20:51:46,Razorpay,161,Business
2026-09-18 04:04:46,Zoho,287,Business
2026-09-18 11:17:46,Meesho,463,Business
2026-09-19 18:30:46,Zomato,699,Restaurant
2026-09-19 01:43:46,Swiggy,947,Restaurant
2026-09-19 07:56:46,KFC,1286,Restaurant
2026-09-19 15:09:46,McDonalds,1948,Restaurant
2026-09-19 22:22:46,DMart,3247,Market
2026-09-19 05:35:46,BigBazaar,4672,Market
2026-09-20 11:48:46,Reliance,177,Market
2026-09-20 19:01:46,Blinkit,104,Market
2026-09-20 02:14:46,Starbucks,341,Coffee
2026-09-20 09:27:46,CafeCoffeeDay,431,Coffee
2026-09-20 16:40:46,Barista,687,Coffee
2026-09-20 22:53:46,OlaCabs,891,Transport
2026-09-21 06:06:46,Uber,1453,Transport
2026-09-21 13:19:46,IRCTC,1956,Transport
2026-09-21 20:32:46,Rapido,3194,Transport
2026-09-21 03:45:46,Razorpay,4629,Business
2026-09-21 09:58:46,Zoho,60,Business
2026-09-21 17:11:46,Meesho,257,Business
2026-09-22 00:24:46,Zomato,270,Restaurant
2026-09-22 07:37:46,Swiggy,361,Restaurant
2026-09-22 13:50:46,KFC,686,Restaurant
2026-09-22 21:03:46,McDonalds,936,Restaurant
2026-09-22 04:16:46,DMart,1317,Market
2026-09-22 11:29:46,BigBazaar,2090,Market
2026-09-23 18:42:46,Reliance,3291,Market
2026-09-23 00:55:46,Blinkit,4541,Market
2026-09-23 08:08:46,Starbucks,174,Coffee
2026-09-23 15:21:46,CafeCoffeeDay,192,Coffee
2026-09-23 22:34:46,Barista,197,Coffee
2026-09-23 05:47:46,OlaCabs,434,Transport
2026-09-24 12:00:46,Uber,679,Transport
2026-09-24 19:13:46,IRCTC,959,Transport
2026-09-24 02:26:46,Rapido,1399,Transport
2026-09-24 09:39:46,Razorpay,2061,Business
2026-09-24 15:52:46,Zoho,3125,Business
2026-09-24 23:05:46,Meesho,4619,Business
2026-09-25 06:18:46,Zomato,160,Restaurant
2026-09-25 13:31:46,Swiggy,111,Restaurant
2026-09-25 20:44:46,KFC,342,Restaurant
2026-09-25 02:57:46,McDonalds,399,Restaurant
2026-09-25 10:10:46,DMart,635,Market
2026-09-25 17:23:46,BigBazaar,894,Market
2026-09-26 00:36:46,Reliance,1461,Market
2026-09-26 06:49:46,Blinkit,1924,Market
2026-09-26 14:02:46,Starbucks,3211,Coffee
2026-09-26 21:15:46,CafeCoffeeDay,4537,Coffee
2026-09-26 04:28:46,Barista,128,Coffee
2026-09-26 11:41:46,OlaCabs,161,Transport
2026-09-27 17:54:46,Uber,367,Transport
2026-09-27 01:07:46,IRCTC,468,Transport
2026-09-27 08:20:46,Rapido,700,Transport
2026-09-27 15:33:46,Razorpay,856,Business
2026-09-27 22:46:46,Zoho,1467,Business
2026-09-27 04:59:46,Meesho,2068,Business
2026-09-28 12:12:46,Zomato,3308,Restaurant
2026-09-28 19:25:46,Swiggy,4713,Restaurant
2026-09-28 02:38:46,KFC,125,Restaurant
2026-09-28 08:51:46,McDonalds,134,Restaurant
2026-09-28 16:04:46,DMart,191,Market
2026-09-28 23:17:46,BigBazaar,390,Market
2026-09-29 06:30:46,Reliance,679,Market
2026-09-29 13:43:46,Blinkit,916,Market
2026-09-29 19:56:46,Starbucks,1434,Coffee
2026-09-29 03:09:46,CafeCoffeeDay,1964,Coffee
2026-09-29 10:22:46,Barista,3319,Coffee
2026-09-29 17:35:46,OlaCabs,4695,Transport
2026-09-29 23:48:46,Uber,158,Transport
2026-09-30 07:01:46,IRCTC,278,Transport
2026-09-30 14:14:46,Rapido,302,Transport
2026-09-30 21:27:46,Razorpay,461,Business
2026-09-30 04:40:46,Zoho,586,Business
2026-09-30 10:53:46,Meesho,864,Business
2026-10-01 18:06:46,Zomato,1286,Restaurant
2026-10-01 01:19:46,Swiggy,2103,Restaurant
2026-10-01 08:32:46,KFC,3318,Restaurant
2026-10-01 15:45:46,McDonalds,4637,Restaurant
2026-10-01 21:58:46,DMart,60,Market
2026-10-01 05:11:46,BigBazaar,175,Market
2026-10-02 12:24:46,Reliance,231,Market
2026-10-02 19:37:46,Blinkit,311,Market
2026-10-02 01:50:46,Starbucks,591,Coffee
2026-10-02 09:03:46,CafeCoffeeDay,840,Coffee
2026-10-02 16:16:46,Barista,1350,Coffee
2026-10-02 23:29:46,OlaCabs,1999,Transport
2026-10-03 06:42:46,Uber,3251,Transport
2026-10-03 12:55:46,IRCTC,4621,Transport
2026-10-03 20:08:46,Rapido,179,Transport
2026-10-03 03:21:46,Razorpay,221,Business
2026-10-03 10:34:46,Zoho,244,Business
2026-10-03 17:47:46,Meesho,309,Business
2026-10-04 00:00:46,Zomato,732,Restaurant
2026-10-04 07:13:46,Swiggy,995,Restaurant
2026-10-04 14:26:46,KFC,1318,Restaurant
2026-10-04 21:39:46,McDonalds,1993,Restaurant
2026-10-04 03:52:46,DMart,3211,Market
2026-10-04 11:05:46,BigBazaar,4719,Market
2026-10-05 18:18:46,Reliance,60,Market
2026-10-05 01:31:46,Blinkit,267,Market
2026-10-05 08:44:46,Starbucks,264,Coffee
2026-10-05 14:57:46,CafeCoffeeDay,369,Coffee
2026-10-05 22:10:46,Barista,571,Coffee
2026-10-05 05:23:46,OlaCabs,924,Transport
2026-10-06 12:36:46,Uber,1381,Transport
2026-10-06 18:49:46,IRCTC,2022,Transport
2026-10-06 02:02:46,Rapido,3310,Transport
2026-10-06 09:15:46,Razorpay,4632,Business
2026-10-06 16:28:46,Zoho,138,Business
2026-10-06 23:41:46,Meesho,186,Business
2026-10-07 05:54:46,Zomato,227,Restaurant
2026-10-07 13:07:46,Swiggy,427,Restaurant
2026-10-07 20:20:46,KFC,717,Restaurant
2026-10-07 03:33:46,McDonalds,957,Restaurant
2026-10-07 10:46:46,DMart,1364,Market
2026-10-07 16:59:46,BigBazaar,2052,Market
2026-10-08 00:12:46,Reliance,3188,Market
2026-10-08 07:25:46,Blinkit,4541,Market
2026-10-08 14:38:46,Starbucks,226,Coffee
2026-10-08 20:51:46,CafeCoffeeDay,208,Coffee
2026-10-08 04:04:46,Barista,200,Coffee
2026-10-08 11:17:46,OlaCabs,410,Transport
2026-10-09 18:30:46,Uber,694,Transport
2026-10-09 01:43:46,IRCTC,876,Transport
2026-10-09 07:56:46,Rapido,1409,Transport
2026-10-09 15:09:46,Razorpay,1995,Business
2026-10-09 22:22:46,Zoho,3202,Business
2026-10-09 05:35:46,Meesho,4546,Business
2026-10-10 11:48:46,Zomato,60,Restaurant
2026-10-10 19:01:46,Swiggy,183,Restaurant
2026-10-10 02:14:46,KFC,349,Restaurant
2026-10-10 09:27:46,McDonalds,375,Restaurant
2026-10-10 16:40:46,DMart,618,Market
2026-10-10 22:53:46,BigBazaar,944,Market
2026-10-11 06:06:46,Reliance,1424,Market
2026-10-11 13:19:46,Blinkit,2103,Market
2026-10-11 20:32:46,Starbucks,3229,Coffee
2026-10-11 03:45:46,CafeCoffeeDay,4562,Coffee
2026-10-11 09:58:46,Barista,216,Coffee
2026-10-11 17:11:46,OlaCabs,213,Transport
2026-10-12 00:24:46,Uber,269,Transport
2026-10-12 07:37:46,IRCTC,414,Transport
2026-10-12 13:50:46,Rapido,550,Transport
2026-10-12 21:03:46,Razorpay,1016,Business
2026-10-12 04:16:46,Zoho,1360,Business
2026-10-12 11:29:46,Meesho,2077,Business
2026-10-13 18:42:46,Zomato,3231,Restaurant
2026-10-13 00:55:46,Swiggy,4590,Restaurant
2026-10-13 08:08:46,KFC,203,Restaurant
2026-10-13 15:21:46,McDonalds,114,Restaurant
2026-10-13 22:34:46,DMart,199,Market
2026-10-13 05:47:46,BigBazaar,471,Market
2026-10-14 12:00:46,Reliance,703,Market
2026-10-14 19:13:46,Blinkit,933,Market
2026-10-14 02:26:46,Starbucks,1363,Coffee
2026-10-14 09:39:46,CafeCoffeeDay,2051,Coffee
2026-10-14 15:52:46,Barista,3311,Coffee
2026-10-14 23:05:46,OlaCabs,4693,Transport
2026-10-15 06:18:46,Uber,80,Transport
2026-10-15 13:31:46,IRCTC,107,Transport
2026-10-15 20:44:46,Rapido,216,Transport
2026-10-15 02:57:46,Razorpay,455,Business
2026-10-15 10:10:46,Zoho,713,Business
2026-10-15 17:23:46,Meesho,1030,Business
2026-10-16 00:36:46,Zomato,1382,Restaurant
2026-10-16 06:49:46,Swiggy,1928,Restaurant
2026-10-16 14:02:46,KFC,3152,Restaurant
2026-10-16 21:15:46,McDonalds,4537,Restaurant
2026-10-16 04:28:46,DMart,100,Market
2026-10-16 11:41:46,BigBazaar,299,Market
2026-10-17 17:54:46,Reliance,345,Market
2026-10-17 01:07:46,Blinkit,393,Market
2026-10-17 08:20:46,Starbucks,632,Coffee
2026-10-17 15:33:46,CafeCoffeeDay,928,Coffee
2026-10-17 22:46:46,Barista,1415,Coffee
2026-10-17 04:59:46,OlaCabs,1928,Transport
2026-10-18 12:12:46,Uber,3274,Transport
2026-10-18 19:25:46,IRCTC,4559,Transport
2026-10-18 02:38:46,Rapido,213,Transport
2026-10-18 08:51:46,Razorpay,215,Business
2026-10-18 16:04:46,Zoho,274,Business
2026-10-18 23:17:46,Meesho,395,Business
2026-10-19 06:30:46,Zomato,653,Restaurant
2026-10-19 13:43:46,Swiggy,1025,Restaurant
2026-10-19 19:56:46,KFC,1289,Restaurant
2026-10-19 03:09:46,McDonalds,2066,Restaurant
2026-10-19 10:22:46,DMart,3155,Market
2026-10-19 17:35:46,BigBazaar,4655,Market
2026-10-19 23:48:46,Reliance,133,Market
2026-10-20 07:01:46,Blinkit,201,Market
2026-10-20 14:14:46,Starbucks,260,Coffee
2026-10-20 21:27:46,CafeCoffeeDay,466,Coffee
2026-10-20 04:40:46,Barista,611,Coffee
2026-10-20 10:53:46,OlaCabs,893,Transport
2026-10-21 18:06:46,Uber,1299,Transport
2026-10-21 01:19:46,IRCTC,1926,Transport
2026-10-21 08:32:46,Rapido,3308,Transport
2026-10-21 15:45:46,Razorpay,4567,Business
2026-10-21 21:58:46,Zoho,167,Business
2026-10-21 05:11:46,Meesho,232,Business
2026-10-22 12:24:46,Zomato,279,Restaurant
2026-10-22 19:37:46,Swiggy,443,Restaurant
2026-10-22 01:50:46,KFC,570,Restaurant
2026-10-22 09:03:46,McDonalds,897,Restaurant
2026-10-22 16:16:46,DMart,1468,Market
2026-10-22 23:29:46,BigBazaar,1986,Market
2026-10-23 06:42:46,Reliance,3300,Market
2026-10-23 12:55:46,Blinkit,4634,Market
2026-10-23 20:08:46,Starbucks,94,Coffee
2026-10-23 03:21:46,CafeCoffeeDay,256,Coffee
2026-10-23 10:34:46,Barista,253,Coffee
2026-10-23 17:47:46,OlaCabs,477,Transport
2026-10-24 00:00:46,Uber,665,Transport
2026-10-24 07:13:46,IRCTC,881,Transport
2026-10-24 14:26:46,Rapido,1301,Transport
2026-10-24 21:39:46,Razorpay,1954,Business
2026-10-24 03:52:46,Zoho,3138,Business
2026-10-24 11:05:46,Meesho,4635,Business
2026-10-25 18:18:46,Zomato,84,Restaurant
2026-10-25 01:31:46,Swiggy,282,Restaurant
2026-10-25 08:44:46,KFC,293,Restaurant
2026-10-25 14:57:46,McDonalds,322,Restaurant
2026-10-25 22:10:46,DMart,714,Market
2026-10-25 05:23:46,BigBazaar,911,Market
2026-10-26 12:36:46,Reliance,1440,Market
2026-10-26 18:49:46,Blinkit,2008,Market
2026-10-26 02:02:46,Starbucks,3301,Coffee
2026-10-26 09:15:46,CafeCoffeeDay,4536,Coffee
2026-10-26 16:28:46,Barista,180,Coffee
2026-10-26 23:41:46,OlaCabs,238,Transport
2026-10-27 05:54:46,Uber,254,Transport
2026-10-27 13:07:46,IRCTC,376,Transport
2026-10-27 20:20:46,Rapido,580,Transport
2026-10-27 03:33:46,Razorpay,1012,Business
2026-10-27 10:46:46,Zoho,1451,Business
2026-10-27 16:59:46,Meesho,2099,Business
2026-10-28 00:12:46,Zomato,3283,Restaurant
2026-10-28 07:25:46,Swiggy,4564,Restaurant
2026-10-28 14:38:46,KFC,132,Restaurant
2026-10-28 20:51:46,McDonalds,230,Restaurant
2026-10-28 04:04:46,DMart,237,Market
2026-10-28 11:17:46,BigBazaar,331,Market
2026-10-29 18:30:46,Reliance,591,Market
2026-10-29 01:43:46,Blinkit,865,Market
2026-10-29 07:56:46,Starbucks,1330,Coffee
2026-10-29 15:09:46,CafeCoffeeDay,2046,Coffee
2026-10-29 22:22:46,Barista,3126,Coffee
2026-10-29 05:35:46,OlaCabs,4612,Transport
2026-10-30 11:48:46,Uber,181,Transport
2026-10-30 19:01:46,IRCTC,246,Transport
2026-10-30 02:14:46,Rapido,274,Transport
2026-10-30 09:27:46,Razorpay,419,Business
2026-10-30 16:40:46,Zoho,681,Business
2026-10-30 22:53:46,Meesho,863,Business
2026-10-31 06:06:46,Zomato,1426,Restaurant
2026-10-31 13:19:46,Swiggy,1942,Restaurant
2026-10-31 20:32:46,KFC,3136,Restaurant
2026-10-31 03:45:46,McDonalds,4599,Restaurant
2026-10-31 09:58:46,DMart,141,Market
2026-10-31 17:11:46,BigBazaar,283,Market
2026-11-01 00:24:46,Reliance,364,Market
2026-11-01 07:37:46,Blinkit,422,Market
2026-11-01 13:50:46,Starbucks,674,Coffee
2026-11-01 21:03:46,CafeCoffeeDay,935,Coffee
2026-11-01 04:16:46,Barista,1466,Coffee
2026-11-01 11:29:46,OlaCabs,2024,Transport
2026-11-02 18:42:46,Uber,3267,Transport
2026-11-02 00:55:46,IRCTC,4538,Transport
2026-11-02 08:08:46,Rapido,72,Transport
2026-11-02 15:21:46,Razorpay,181,Business
2026-11-02 22:34:46,Zoho,344,Business
2026-11-02 05:47:46,Meesho,318,Business
2026-11-03 12:00:46,Zomato,655,Restaurant
2026-11-03 19:13:46,Swiggy,949,Restaurant
2026-11-03 02:26:46,KFC,1444,Restaurant
2026-11-03 09:39:46,McDonalds,2052,Restaurant
2026-11-03 15:52:46,DMart,3208,Market
2026-11-03 23:05:46,BigBazaar,4552,Market
2026-11-04 06:18:46,Reliance,239,Market
2026-11-04 13:31:46,Blinkit,241,Market
2026-11-04 20:44:46,Starbucks,343,Coffee
2026-11-04 02:57:46,CafeCoffeeDay,450,Coffee
2026-11-04 10:10:46,Barista,586,Coffee
2026-11-04 17:23:46,OlaCabs,1026,Transport
2026-11-05 00:36:46,Uber,1303,Transport
2026-11-05 06:49:46,IRCTC,2030,Transport
2026-11-05 14:02:46,Rapido,3248,Transport
2026-11-05 21:15:46,Razorpay,4534,Business
